行政區,類型,學校,2歲,3歲,4歲,5歲,3-5歲,簡章下載,電話
安南區,準公共,南光幼兒園,32,8,18,4,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8D%97%E5%85%89%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2450000,
安南區,準公共,意文幼兒園,20,9,0,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%84%8F%E6%96%87%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3554337,
安南區,準公共,娘親幼兒園,28,16,6,3,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A8%98%E8%A6%AA%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2479998,
安南區,準公共,佑佳幼兒園,11,1,9,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%91%E4%BD%B3%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2501714,
安南區,準公共,康橋幼兒園,59,13,7,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BA%B7%E6%A9%8B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2457457,
安南區,準公共,聖恩幼兒園,15,5,4,4,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%81%96%E6%81%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3557817,
安南區,準公共,巧可碩幼兒園,7,5,0,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B7%A7%E5%8F%AF%E7%A2%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2551073,
安南區,準公共,才碩幼兒園,15,3,7,11,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%89%8D%E7%A2%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2575777,
安南區,準公共,大舜科技幼兒園,6,3,14,22,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E8%88%9C%E7%A7%91%E6%8A%80%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3842501,
安南區,準公共,萊德幼兒園,60,12,1,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%90%8A%E5%BE%B7%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3589667,
安南區,準公共,台江幼兒園,32,40,14,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8F%B0%E6%B1%9F%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2473897,
安南區,準公共,朝陽幼兒園,28,13,12,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9C%9D%E9%99%BD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2462818,
安南區,準公共,佛光山慈航幼兒園,32,16,7,6,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%9B%E5%85%89%E5%B1%B1%E6%85%88%E8%88%AA%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3560577,
安南區,準公共,愛因斯坦資優幼兒園,47,19,3,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%84%9B%E5%9B%A0%E6%96%AF%E5%9D%A6%E8%B3%87%E5%84%AA%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2555565,
安南區,準公共,愛上學幼兒園,16,56,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%84%9B%E4%B8%8A%E5%AD%B8%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2567930,
安南區,準公共,小孔明創客幼兒園,27,22,5,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B0%8F%E5%AD%94%E6%98%8E%E5%89%B5%E5%AE%A2%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2460030,
安南區,準公共,保進國際藝術幼兒園,41,9,2,11,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BF%9D%E9%80%B2%E5%9C%8B%E9%9A%9B%E8%97%9D%E8%A1%93%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3571092,
安南區,準公共,安南幼兒園,28,13,4,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%89%E5%8D%97%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2567154,
安南區,準公共,安南幼兒園安南分班,0,9,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%89%E5%8D%97%E5%B9%BC%E5%85%92%E5%9C%92%E5%AE%89%E5%8D%97%E5%88%86%E7%8F%AD114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2567154,
安南區,準公共,安南幼兒園安中分班,16,2,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%89%E5%8D%97%E5%B9%BC%E5%85%92%E5%9C%92%E5%AE%89%E4%B8%AD%E5%88%86%E7%8F%AD114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2567154,
安南區,準公共,至德幼兒園,16,8,16,5,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%B3%E5%BE%B7%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2563348,
安南區,準公共,安琪兒幼兒園,24,25,25,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%89%E7%90%AA%E5%85%92%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2562054,
安南區,準公共,華德幼兒園,58,14,18,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%8F%AF%E5%BE%B7%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2464846,
安南區,準公共,達文西幼兒園,44,23,6,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%81%94%E6%96%87%E8%A5%BF%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2558254,
西港區,公幼,西港國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%A5%BF%E6%B8%AF%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7952005#111,
西港區,公幼,西港成功國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%A5%BF%E6%B8%AF%E6%88%90%E5%8A%9F%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7952204#2151,
西港區,公幼,後營國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BE%8C%E7%87%9F%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7952131#709,
西港區,公幼,港東國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B8%AF%E6%9D%B1%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7952231#291,
西港區,準公共,福祺幼兒園,32,0,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%A6%8F%E7%A5%BA%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7652436,
西港區,準公共,吉姆大秝荳幼兒園,14,6,13,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%90%89%E5%A7%86%E5%A4%A7%E7%A7%9D%E8%8D%B3%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7951607,
西港區,準公共,哈佛人文藝術幼兒園,58,16,6,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%93%88%E4%BD%9B%E4%BA%BA%E6%96%87%E8%97%9D%E8%A1%93%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7957371,
佳里區,公幼,通興國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%80%9A%E8%88%88%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7873531#217,
佳里區,公幼,佳里國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E9%87%8C%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7222031#705,
佳里區,公幼,佳興國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E8%88%88%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7260311#234,
佳里區,公幼,仁愛國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BB%81%E6%84%9B%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7222227#110,
佳里區,公幼,延平國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BB%B6%E5%B9%B3%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7222331#701,
佳里區,公幼,子龍國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AD%90%E9%BE%8D%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7262913#73,
佳里區,公幼,塭內國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A1%AD%E5%85%A7%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7891054#731,
佳里區,公幼,信義國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BF%A1%E7%BE%A9%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7211918#311,
佳里區,非營利,伯利恆佳里非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BC%AF%E5%88%A9%E6%81%86%E4%BD%B3%E9%87%8C%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7215005,
佳里區,準公共,佳佳幼兒園,32,16,4,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E4%BD%B3%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7221989,
佳里區,準公共,聖三幼兒園,26,4,7,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%81%96%E4%B8%89%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7211964,
佳里區,準公共,立人幼兒園,29,2,3,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%AB%8B%E4%BA%BA%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7230575,
佳里區,準公共,泑潛幼兒園,14,6,13,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B3%91%E6%BD%9B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7222343,
佳里區,準公共,佳里崧安幼兒園,23,2,3,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E9%87%8C%E5%B4%A7%E5%AE%89%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7235691,
佳里區,準公共,佳里劍橋幼兒園,43,16,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E9%87%8C%E5%8A%8D%E6%A9%8B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7214147,
佳里區,準公共,威爾森佳里幼兒園,32,16,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A8%81%E7%88%BE%E6%A3%AE%E4%BD%B3%E9%87%8C%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7215811,
官田區,公幼,官田國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%98%E7%94%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6901195#201,
官田區,公幼,渡拔國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B8%A1%E6%8B%94%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6901908#15,
官田區,公幼,隆田國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%9A%86%E7%94%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5791047#108,
東山區,公幼,東山國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9D%B1%E5%B1%B1%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6803994,
東山區,公幼,東原國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9D%B1%E5%8E%9F%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6861042#101,
東山區,公幼,青山國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%9D%92%E5%B1%B1%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6861041#18,
東山區,公幼,吉貝耍國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%90%89%E8%B2%9D%E8%80%8D%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6231149#218,
東山區,公幼,聖賢國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%81%96%E8%B3%A2%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6353170#27,
東山區,準公共,領袖學院慈仁幼兒園,38,17,3,2,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%A0%98%E8%A2%96%E5%AD%B8%E9%99%A2%E6%85%88%E4%BB%81%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6800853,
東區,公幼,博愛國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8D%9A%E6%84%9B%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2361723#812,
東區,公幼,崇明國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B4%87%E6%98%8E%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2673330#1002,
東區,公幼,崇學國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B4%87%E5%AD%B8%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2689951#123,
東區,公幼,復興國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BE%A9%E8%88%88%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3319168,
東區,公幼,大同國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E5%90%8C%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2151761#862,
