行政區,類型,學校,2歲,3歲,4歲,5歲,3-5歲,簡章下載,電話
後壁區,準公共,名人幼兒園,31,16,7,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%90%8D%E4%BA%BA%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6881063,
後壁區,準公共,開心幼兒園,32,16,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%96%8B%E5%BF%83%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6872793,
柳營區,公幼,柳營國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9F%B3%E7%87%9F%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6222124#108,
柳營區,公幼,果毅國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9E%9C%E6%AF%85%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6231310#271,
柳營區,公幼,重溪國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%87%8D%E6%BA%AA%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6231760,
柳營區,公幼,太康國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%AA%E5%BA%B7%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6220684#20,
柳營區,公幼,新山國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E5%B1%B1%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6231140#67,
柳營區,準公共,欣榮幼兒園,21,22,5,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%AC%A3%E6%A6%AE%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6222456,
柳營區,準公共,小袋鼠幼兒園,11,4,2,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B0%8F%E8%A2%8B%E9%BC%A0%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6225104,
柳營區,準公共,華一幼兒園,18,3,2,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%8F%AF%E4%B8%80%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6223123,
柳營區,準公共,貝特幼兒園,15,9,0,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%B2%9D%E7%89%B9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6235197,
柳營區,準公共,夏綠蒂幼兒園,8,4,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%8F%E7%B6%A0%E8%92%82%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6226209,
將軍區,公幼,漚汪國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%BC%9A%E6%B1%AA%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7942012#702,
將軍區,公幼,鯤鯓國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%AF%A4%E9%AF%93%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7920185#104,
將軍區,公幼,臺南市立將軍幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E5%8D%97%E5%B8%82%E7%AB%8B%E5%B0%87%E8%BB%8D%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7931335#216,
將軍區,公幼,將軍國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B0%87%E8%BB%8D%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7942034#215,
將軍區,公幼,苓和國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%8B%93%E5%92%8C%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7942031#31,
麻豆區,公幼,安業國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%89%E6%A5%AD%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5716761,
麻豆區,公幼,麻豆國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%BA%BB%E8%B1%86%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5722145#510,
麻豆區,公幼,文正國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%87%E6%AD%A3%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5722168#71,
麻豆區,公幼,北勢國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8C%97%E5%8B%A2%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5722844#701,
麻豆區,公幼,大山國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E5%B1%B1%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5704463,
麻豆區,公幼,培文國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%9F%B9%E6%96%87%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5720321,
麻豆區,公幼,臺南市立麻豆幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E5%8D%97%E5%B8%82%E7%AB%8B%E9%BA%BB%E8%B1%86%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5715893,
麻豆區,公幼,紀安國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%B4%80%E5%AE%89%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5719503,
麻豆區,公幼,港尾國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B8%AF%E5%B0%BE%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5701341#107,
麻豆區,非營利,西拉雅非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%A5%BF%E6%8B%89%E9%9B%85%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5711939,
麻豆區,準公共,皮卡丘幼兒園,12,0,1,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%9A%AE%E5%8D%A1%E4%B8%98%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5726969,
麻豆區,準公共,大地暘光幼兒園,10,15,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E5%9C%B0%E6%9A%98%E5%85%89%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5700657,
善化區,公幼,善化國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%96%84%E5%8C%96%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5814176,
善化區,公幼,茄拔國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%8C%84%E6%8B%94%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5837031#111,
善化區,公幼,善化大同國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%96%84%E5%8C%96%E5%A4%A7%E5%90%8C%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5837352#107,
善化區,公幼,大成國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E6%88%90%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5837520#6101,
善化區,公幼,陽明國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%99%BD%E6%98%8E%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5817165#110,
善化區,公幼,善糖國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%96%84%E7%B3%96%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5817304#17,
善化區,公幼,小新國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B0%8F%E6%96%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5837019#112,
善化區,公幼,蓮潭國中小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%93%AE%E6%BD%AD%E5%9C%8B%E4%B8%AD%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5837755#3103,
善化區,準公共,知恩幼兒園,30,7,0,3,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%9F%A5%E6%81%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5813360,
善化區,準公共,慧慈幼兒園,16,32,6,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%85%A7%E6%85%88%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5817144,
善化區,準公共,東東幼兒園,21,0,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9D%B1%E6%9D%B1%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5810988,
善化區,準公共,灣裡街幼兒園,31,17,6,7,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%81%A3%E8%A3%A1%E8%A1%97%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5837047,
新化區,公幼,正新國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%AD%A3%E6%96%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5973113#500,
新化區,公幼,新化國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E5%8C%96%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5902035#812,
新化區,公幼,那拔國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%82%A3%E6%8B%94%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5911591#15,
新化區,公幼,大新國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E6%96%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5982953#713,
新化區,準公共,新化維妮幼兒園,14,16,19,10,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E5%8C%96%E7%B6%AD%E5%A6%AE%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5905676,
新化區,準公共,多芽幼兒園,16,0,0,3,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%9A%E8%8A%BD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5988699,
新化區,準公共,吉姆幼兒園,15,7,7,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%90%89%E5%A7%86%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5903913,
新化區,準公共,銘幼幼兒園,28,4,4,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%8A%98%E5%B9%BC%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5985216,
新化區,準公共,育善幼兒園,40,16,5,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%82%B2%E5%96%84%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5985428,
新化區,準公共,萌芽希望種籽幼兒園,16,7,6,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%90%8C%E8%8A%BD%E5%B8%8C%E6%9C%9B%E7%A8%AE%E7%B1%BD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5907850,
新化區,準公共,美士堡幼兒園,70,42,0,30,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%BE%8E%E5%A3%AB%E5%A0%A1%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5802099,
新市區,公幼,新市國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E5%B8%82%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5992895#761,
新市區,公幼,大社國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E7%A4%BE%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5991593#818,
新市區,公幼,臺南市立新市幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E5%8D%97%E5%B8%82%E7%AB%8B%E6%96%B0%E5%B8%82%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5999840#21,
新市區,非營利,聯苑員工子女非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%81%AF%E8%8B%91%E5%93%A1%E5%B7%A5%E5%AD%90%E5%A5%B3%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5050828,
新市區,非營利,南科管理局非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8D%97%E7%A7%91%E7%AE%A1%E7%90%86%E5%B1%80%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5053586,
新市區,準公共,蕃茄幼兒園,16,29,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%95%83%E8%8C%84%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5972567,
新市區,準公共,德林國學幼兒園,43,21,7,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BE%B7%E6%9E%97%E5%9C%8B%E5%AD%B8%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5896306,
新市區,準公共,心之寶幼兒園,15,2,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%BF%83%E4%B9%8B%E5%AF%B6%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5998100,
新市區,準公共,愛心幼兒園,7,5,1,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%84%9B%E5%BF%83%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5998635,
