行政區,類型,學校,2歲,3歲,4歲,5歲,3-5歲,簡章下載,電話
新市區,準公共,幼兒佳幼兒園,23,12,7,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B9%BC%E5%85%92%E4%BD%B3%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5894928,
新營區,公幼,新營國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E7%87%9F%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6326109,
新營區,公幼,新民國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E6%B0%91%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6590541#10,
新營區,公幼,新營新興國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E7%87%9F%E6%96%B0%E8%88%88%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6523779#208,
新營區,公幼,新進國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E9%80%B2%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6330651#314,
新營區,公幼,南梓實驗小學附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8D%97%E6%A2%93%E5%AF%A6%E9%A9%97%E5%B0%8F%E5%AD%B8%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6590607#10,
新營區,公幼,土庫國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%9C%9F%E5%BA%AB%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6362323#127,
新營區,公幼,公誠國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%85%AC%E8%AA%A0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6333689,
新營區,公幼,新泰國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E6%B3%B0%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6330496#705,
新營區,公幼,新生國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E7%94%9F%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6552524#17,
新營區,非營利,南新非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%8D%97%E6%96%B0%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6560938,
新營區,準公共,大自然幼兒園,15,0,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E8%87%AA%E7%84%B6%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6564726,
新營區,準公共,哈佛幼兒園,15,13,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%93%88%E4%BD%9B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6569481,
新營區,準公共,哈佛幼兒園育德分班,15,0,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%93%88%E4%BD%9B%E5%B9%BC%E5%85%92%E5%9C%92%E8%82%B2%E5%BE%B7%E5%88%86%E7%8F%AD114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6569481,
新營區,準公共,大臺南婦女會附設幼兒園,15,4,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E8%87%BA%E5%8D%97%E5%A9%A6%E5%A5%B3%E6%9C%83%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6569016,
新營區,準公共,小天星幼兒園,48,32,4,5,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B0%8F%E5%A4%A9%E6%98%9F%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6373151,
新營區,準公共,愛群幼兒園,12,4,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%84%9B%E7%BE%A4%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6572988,
楠西區,公幼,楠西國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%A5%A0%E8%A5%BF%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5754495,
楠西區,準公共,佳安幼兒園,31,4,4,4,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BD%B3%E5%AE%89%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5751626,
楠西區,準公共,吉兒堡幼兒園,7,8,4,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%90%89%E5%85%92%E5%A0%A1%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5752297,
學甲區,公幼,學甲國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AD%B8%E7%94%B2%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7833220#127,
學甲區,公幼,東陽國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9D%B1%E9%99%BD%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7833322#702,
學甲區,公幼,臺南市立學甲幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E5%8D%97%E5%B8%82%E7%AB%8B%E5%AD%B8%E7%94%B2%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7832273#301,
學甲區,公幼,宅港國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%85%E6%B8%AF%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7833227#27,
學甲區,公幼,中洲國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%B8%AD%E6%B4%B2%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7833214#302,
學甲區,公幼,頂洲國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%A0%82%E6%B4%B2%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7810231#34,
學甲區,非營利,慈母非營利幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%85%88%E6%AF%8D%E9%9D%9E%E7%87%9F%E5%88%A9%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7835953,
學甲區,準公共,法源幼兒園,16,0,0,1,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B3%95%E6%BA%90%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-7835703,
龍崎區,公幼,龍崎國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%BE%8D%E5%B4%8E%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5941204#21,
歸仁區,公幼,大潭國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%A4%A7%E6%BD%AD%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2781953#201,
歸仁區,公幼,歸仁國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%AD%B8%E4%BB%81%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3304761,
歸仁區,公幼,保西國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BF%9D%E8%A5%BF%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2309683#701,
歸仁區,公幼,臺南市立歸仁幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E5%8D%97%E5%B8%82%E7%AB%8B%E6%AD%B8%E4%BB%81%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3308278,
歸仁區,公幼,歸南國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%AD%B8%E5%8D%97%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2304930#733,
歸仁區,公幼,文化國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%87%E5%8C%96%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3301666#120,
歸仁區,公幼,沙崙高中附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B2%99%E5%B4%99%E9%AB%98%E4%B8%AD%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3032062#745,
歸仁區,準公共,新才華幼兒園,22,3,3,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E6%89%8D%E8%8F%AF%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3305672,
歸仁區,準公共,至善幼兒園,44,55,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%B3%E5%96%84%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-2304455,
歸仁區,準公共,媬能幼兒園,10,4,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AA%AC%E8%83%BD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3309199,
歸仁區,準公共,至美幼兒園,17,8,6,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%B3%E7%BE%8E%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3308558,
歸仁區,準公共,吉尼斯幼兒園,48,24,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%90%89%E5%B0%BC%E6%96%AF%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3300708,
歸仁區,準公共,中美幼兒園,0,0,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%B8%AD%E7%BE%8E%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3307731,
歸仁區,準公共,仁愛幼兒園,22,11,9,10,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BB%81%E6%84%9B%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-3303222,
關廟區,公幼,關廟國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%97%9C%E5%BB%9F%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5965564,
關廟區,公幼,五甲國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BA%94%E7%94%B2%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5952155#201,
關廟區,公幼,文和實驗小學附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%87%E5%92%8C%E5%AF%A6%E9%A9%97%E5%B0%8F%E5%AD%B8%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5551937#27,
關廟區,公幼,崇和國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B4%87%E5%92%8C%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5551040#30,
關廟區,公幼,臺南市立關廟幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E8%87%BA%E5%8D%97%E5%B8%82%E7%AB%8B%E9%97%9C%E5%BB%9F%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5956998,
關廟區,公幼,深坑國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%B7%B1%E5%9D%91%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5952409#201,
關廟區,公幼,保東國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BF%9D%E6%9D%B1%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5952344#227,
關廟區,準公共,安格堡幼兒園,16,32,1,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%AE%89%E6%A0%BC%E5%A0%A1%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5951100,
關廟區,準公共,正大幼兒園,15,0,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%AD%A3%E5%A4%A7%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-5956906,
鹽水區,公幼,鹽水國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E9%B9%BD%E6%B0%B4%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6528217#10,
鹽水區,公幼,歡雅國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%AD%A1%E9%9B%85%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6552558#701,
鹽水區,公幼,坔頭港國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%9D%94%E9%A0%AD%E6%B8%AF%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6892014#10,
鹽水區,公幼,岸內國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E5%B2%B8%E5%85%A7%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6520651,
鹽水區,公幼,文昌國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%87%E6%98%8C%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6522664#10,
鹽水區,公幼,月津國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%9C%88%E6%B4%A5%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6521061,
鹽水區,公幼,竹埔國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E7%AB%B9%E5%9F%94%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6551700,
鹽水區,公幼,仁光國小附設幼兒園,,,,,,https://kid.tn.edu.tw/KidsAll/PDF/%E4%BB%81%E5%85%89%E5%9C%8B%E5%B0%8F%E9%99%84%E8%A8%AD%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6523620#27,
鹽水區,準公共,新育人幼兒園,7,0,0,0,,https://kid.tn.edu.tw/KidsAll/PDF/%E6%96%B0%E8%82%B2%E4%BA%BA%E5%B9%BC%E5%85%92%E5%9C%92114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%8B%9B%E7%94%9F%E7%B0%A1%E7%AB%A0.pdf,06-6529315,
