區別,幼兒園名稱,核准設立日期,設立許可文號,幼兒園電話,分機,幼兒園住址,核定總招收人數
永康區,臺南市私立郡豐幼兒園,20160511,南市教特(一)字第1050424372號,(06)3026518,,[710]臺南市永康區東橋里14鄰東橋二街8號1-3樓,270
永康區,臺南市私立威爾森東橋幼兒園,20160615,南市教特(一)字第1050440968號,(06)3026105,,[710]臺南市永康區東橋里14鄰東橋一路128號、東橋二街19號,360
永康區,臺南市私立青蘋果幼兒園,20220311,南市教特(一)字第1110273134號,(06)3021305,,[710]臺南市永康區東橋里24鄰東橋二街71巷59號,330
永康區,臺南市私立日光小河馬東橋幼兒園,20230703,南市教特(一)字第1120833501號,(06)3023500,,[710]臺南市永康區東橋里19鄰東橋七路215號,228
永康區,臺南市私立派樂特幼兒園,20001013,府社福字第166997號,(06)3037788,,[710]臺南市永康區安康里26鄰中華西街196巷66號,162
永康區,臺南市私立慈恩幼兒園,20020528,府社福字第0910084443號,(06)3012918,,[710]臺南市永康區安康里23鄰中華西街122巷49號,104
永康區,南臺學校財團法人南臺科技大學附設臺南市私立南臺幼兒園,20030725,府教特字第0920124016號,(06)2533131,6506,[710]臺南市永康區尚頂里19鄰南台街1號,90
永康區,臺南市私立至真幼兒園,19930318,府教國字第34592號,(06)2015093,,[710]臺南市永康區復華里16鄰復國二路270號,240
永康區,臺南市私立愛森堡幼兒園,20040220,府教特字第0930031833號,(06)2015085,,[710]臺南市永康區復華里14鄰復華七街150號,303
永康區,臺南市私立凱迪斯幼兒園,19951019,府教國字第171844號,(06)2037917,,[710]臺南市永康區正強里43鄰中正路260號,120
永康區,臺南市私立非凡幼兒園,19960731,府社福字第131931號,(06)2315935,,[710]臺南市永康區正強里15鄰正強街63巷26號、正強里14鄰正強街89號,285
永康區,臺南市私立智全幼兒園,19961018,府社福字第181315號,(06)2322762,,[710]臺南市永康區正強里3鄰永正路130號、中正路1巷76號,125
永康區,臺南市私立第一堡幼兒園,20001229,府教特字第210733號,(06)3115441,,[710]臺南市永康區中華里2鄰華興街7號,120
永康區,臺南市私立巴洛可蒙特梭利幼兒園,20190806,南市教特(一)字第1080918716號,(06)2013600,,[710]臺南市永康區永明里11鄰國民路231巷3號,79
東區,臺南市私立樂貝兒幼兒園,19950610,南市社福字第17643號,(06)2742111,,[701]臺南市東區裕農里11鄰東寧路518號,180
東區,臺南市私立愛麗兒幼兒園,20070815,南市社兒字第09613577630號,(06)2006156,,[701]臺南市東區裕農里9鄰裕農路469號,20
東區,臺南市私立威爾森德高幼兒園,20140826,南市教特(一)字第1030784850號,(06)2905460,,[701]臺南市東區大智里40鄰永東街58號,338
東區,臺南市私立智慧園幼兒園,19941030,南市社福字第33843號,(06)2603922,,[701]臺南市東區崇學里7鄰崇德四街37號,80
東區,臺南市私立傑尼爾至善幼兒園,19981203,南市教國字第39306號,(06)2897540,,[701]臺南市東區崇學里8鄰崇明十二街19號,300
東區,臺南市私立小太陽幼兒園,19900719,南市社福字第14216號,(06)2360869,,[701]臺南市東區泉南里32鄰林森路一段153巷58號,124
東區,臺南市私立新世代人文藝術幼兒園,20020710,南市社兒字第225599號,(06)2370639,,[701]臺南市東區東光里33鄰東興路236號,100
東區,社團法人台南市基督教青年會附設臺南市私立長榮幼兒園,20090910,南市社兒字第09813667090號,(06)2082517,,[701]臺南市東區中西里17鄰林森路二段79號,180
東區,臺南市私立長女幼兒園,20030407,南市社兒字第1352715號,(06)2355656,,[701]臺南市東區中西里14鄰長榮路二段135號,135
東區,臺南市私立新園幼兒園,20021217,南市社兒字第1351977號,(06)2746000,,[701]臺南市東區中西里10鄰勝利路52巷80號,90
東區,臺南市私立人上人幼兒園,20031016,南市社兒字第1357443號,(06)2082888,,[701]臺南市東區東安里5鄰長榮路二段32巷8號,192
東區,臺南市私立耶魯幼兒園,19960817,南市教國字第28710號,(06)2699630,,[701]臺南市東區自強里28鄰中華東路二段185巷14號,120
東區,臺南市私立才子幼兒園,20181123,南市教特(一)字第1071320981號,(06)2680144,,[701]臺南市東區和平里2鄰文化二街68號,150
東區,臺南市私立牧群幼兒園,19810521,南市教國字第41564號,(06)3310700,,[701]臺南市東區關聖里12鄰裕和路36號,240
東區,臺南市私立長欣幼兒園,20040727,南市教特字第09312534550號,(06)3313448,,[701]臺南市東區關聖里28鄰裕平路89號,150
東區,臺南市私立後甲幼兒園,19751019,南市社福字第51984號,(06)2692204,,[701]臺南市東區關聖里7鄰裕農路668巷47號,91
東區,臺南市私立荷本藝術幼兒園,20220704,南市教特(一)字第1110835622號,(06)3316367,,[701]臺南市東區關聖里15鄰裕英街101號,31
東區,臺南市私立瑩青幼兒園,19991103,南市社福字第143549號,(06)2605374,,[701]臺南市東區崇善里26鄰崇善十三街57號,165
東區,臺南市私立愛兒堡幼兒園,20001004,南市社兒字第232492號,(06)2388006,,[701]臺南市東區富強里9鄰裕農路446巷90弄16號,40
東區,臺南光華學校財團法人臺南市光華高級中學附屬臺南市私立光華幼兒園,19781214,南市教國字第64731號,(06)2342647,,[701]臺南市東區圍下里1鄰勝利路41號,210
東區,臺南市私立維尼寶貝幼兒園,20100610,南市社兒字第0991365346號,(06)2355860,,[701]臺南市東區小東里31鄰東安路251巷53號,42
東區,臺南市私立文林幼兒園,20010723,南市教特字第223224號,(06)2378378,,[701]臺南市東區小東里15鄰光明街82號,270
東區,國立成功大學員工子女非營利幼兒園(委託財團法人國立成功大學文教基金會辦理),19940813,南市教國字第26037號,(06)2757575,36030,[701]臺南市東區大學里2鄰林森路2段251號,182
東區,臺南市私立慈心幼兒園,19980507,南市社福字第211127號,(06)2156779,,[701]臺南市東區大福里2鄰榮譽街27號,30
東區,臺南市私立劍聲幼兒園,19981216,南市社福字第40885號,(06)2691439,,[701]臺南市東區忠孝里9鄰榮譽街102號,45
東區,臺南市私立新生幼兒園,20000210,南市教特字第04276號,(06)2678254,,[701]臺南市東區忠孝里10鄰榮譽街192號,60
東區,臺南市私立維多利亞人文藝術幼兒園,20051006,南市社兒字第09413578070號,(06)2900807,,[701]臺南市東區忠孝里39鄰崇明路268號,125
東區,臺南市私立劍聲國際幼兒園,20200928,南市教特(一)字第1091180430號,(06)2908872,,[701]臺南市東區忠孝里14鄰榮譽街95號1樓,45
東區,臺南市私立怡東幼兒園,19860304,南市教國字第03304號,(06)2348203,,[701]臺南市東區東明里2鄰怡東路32號,100
東區,臺南市私立日光小河馬幼兒園,20190925,南市教特(一)字第1081114644號,(06)2080282,,[701]臺南市東區東明里2鄰東興路63號,180
東區,財團法人台灣聖公會附設臺南市私立聖公會幼兒園,19811002,南市教國字第67083號,(06)2683771,,[701]臺南市東區崇德里24鄰崇德路550巷24號,120
東區,臺南市私立威斯康辛幼兒園,19990506,南市社福字第14612號,(06)2896616,,[701]臺南市東區崇德里8鄰崇善路356號,130
東區,臺南市私立傑尼爾富農幼兒園,19970424,南市社福字第13686號,(06)2906768,,[701]臺南市東區東聖里22鄰富農街二段33號,150
東區,臺南市私立輔大幼兒園,19990903,南市教國字第28699號,(06)2894186,,[701]臺南市東區崇成里12鄰崇明十五街16號,150
東區,臺南市私立伊凡卡幼兒園,20210707,南市教特(一)字第1100801297號,(06)2687999,,[701]臺南市東區崇成里14鄰崇明16街11號及13號,167
東區,臺南市私立新樓幼兒園,19720731,南市教國字第58915號,(06)2383884,,[701]臺南市東區東門里11鄰青年路360號,240
東區,臺南市私立德光幼兒園,19820122,南市教國字第23288號,(06)2691995,,[701]臺南市東區德光里9鄰崇德路196號,240
東區,財團法人福智文教基金會附設臺南市私立妙慧幼兒園,20081125,南市社兒字第0971362330號,(06)2682860,,[701]臺南市東區德光里18鄰崇德一街96、98號,40
東區,臺南市私立德妮勁寶兒幼兒園,19940924,南市社福字第30603號,(06)2686821,,[701]臺南市東區崇信里21鄰中華東路三段44巷41號,90
東區,臺南市私立仁和幼兒園,19740831,南市教國字第46129號,(06)2684079,,[701]臺南市東區崇信里15鄰崇學路230巷52號,360
東區,臺南市私立童話世界幼兒園,19980219,南市社福字第05237號,(06)2603477,,[701]臺南市東區崇文里25鄰崇德廿二街65號,132
東區,威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,20040825,南市社兒字第931356500號,(06)3357718,,[701]臺南市東區崇文里3鄰崇德十六街17號,350
東區,臺南市私立領袖學院崇德幼兒園,19930904,南市社福字第27635號,(06)2893485,,[701]臺南市東區崇文里27鄰崇德二十三街69號,220
東區,財團法人台南市私立母佑會社會福利慈善基金會附設臺南市私立母佑幼兒園,19770923,南市教國字第49913號,(06)3310830,,[701]臺南市東區南聖里8鄰裕農路798號,300
東區,臺南市私立元喬幼兒園,20040415,南市社兒字第931353117號,(06)3318677,,[701]臺南市東區文聖里13鄰裕興街201號,99
南區,臺南市擇仁非營利幼兒園(委託財團法人福智文教基金會辦理),20180719,南市教特(一)字第1070706809號,(06)7030435,,[702]臺南市南區明德里6鄰南門路232號,60
南區,臺南市水交社非營利幼兒園(委託台南市教保產業工會辦理),20190726,南市教特(一)字第1080872035號,(06)2642161,,[702]臺南市南區大成里10鄰西門路一段306號,120
南區,臺南市私立新育光幼兒園,20110810,府社兒字第1000553463號,(06)2229381,,[702]臺南市南區廣州里23鄰福吉五街33號,110
南區,臺南市私立誠品園幼兒園,20051108,南市教特字第09412549040號,(06)2215678,,[702]臺南市南區新興里2鄰西門路一段471巷26號,60
南區,臺南市私立艾的佳幼兒園,20040205,南市社兒字第0931351115號,(06)2655333,,[702]臺南市南區新興里21鄰三官路211號,400
南區,臺南市私立博學幼兒園,20090828,南市社兒字第09813657970號,(06)2614527,,[702]臺南市南區田寮里25鄰夏林路393號,56
南區,臺南市私立長春藤幼兒園,19990723,南市社福字第24071號,(06)2648377,,[702]臺南市南區田寮里2鄰新興路289、289之2號,110
南區,臺南市私立金蘋果幼兒園,20011204,南市社兒字第240423號,(06)2633168,,[702]臺南市南區明亮里10鄰金華路一段352巷14號,80
南區,臺南市私立寶貝德蘭幼兒園,19741216,南市教二字第61261號,(06)2617842,,[702]臺南市南區明亮里15鄰金華路一段352巷130弄6號,60
南區,臺南市私立心馨園幼兒園,20100719,南市社兒字第0991367666號,(06)2624602,,[702]臺南市南區喜東里10鄰明興路733號,40
南區,臺南市私立喜樹歸園幼兒園,19830518,南市教國字第41826號,(06)2620988,,[702]臺南市南區喜東里10鄰明興路746號,60
南區,臺南市私立卡羅幼兒園,20190620,南市教特(一)字第1080717652號,(06)2965218,,[702]臺南市南區興農里6鄰萬年七街316號,318
南區,臺南市私立米爾頓幼兒園,19971105,南市教國字第35589號,(06)2964955,,[702]臺南市南區佛壇里14鄰灣裡路582號,150
南區,臺南市私立聖兒幼兒園,19951027,南市社福字第37107號,(06)2622090,,[702]臺南市南區佛壇里10鄰灣裡路491號、493號、495號,200
南區,臺南市私立欣惠群幼兒園,19850827,南市社福字第16072號,(06)2677722,,[702]臺南市南區大恩里7鄰國民路67號,115
南區,臺南市私立欣苗幼兒園,20140403,南市教特(一)字第1030286081號,(06)2145625,,[702]臺南市南區新生里10鄰大同路二段136巷5弄1號,30
南區,臺南市私立新迪斯奈幼兒園,20030714,南市教特字第09212518830號,(06)2911055,,[702]臺南市南區明興里9鄰金華路一段116巷1號,90
南區,臺南市私立幼芽幼兒園,20030707,南市社兒字第1354981號,(06)2913217,,[702]臺南市南區明興里13鄰金華路一段66號,120
南區,臺南市私立快樂幼兒園,19870513,南市社兒字第07862號,(06)2637941,,[702]臺南市南區金華里12鄰賢南街9號,300
南區,臺南市私立勝利幼兒園,19880922,南市社福字第17592號,(06)2629727,,[702]臺南市南區建南里23鄰永成路二段811號,184
南區,臺南市私立大成幼兒園,20000327,南市社兒字第019501號,(06)2611671,,[702]臺南市南區府南里17鄰大成路二段177巷67號,38
南區,臺南市私立紅蘋果幼兒園,19950311,南市社福字第06873號,(06)2918796,,[702]臺南市南區府南里10鄰永成路三段399號,120
北區,臺南市私立開元幼兒園,19731128,南市教國字第50113號,(06)2376804,,[704]臺南市北區開元里1鄰北園街89號,150
北區,社團法人台灣樂仁國際蒙特梭利推廣教育協會附設臺南市私立聖功幼兒園,20220124,南市教特(一)字第1110109785號,(06)2084167,,[704]臺南市北區開元里17鄰北園街87巷66號,90
北區,臺南市私立寶貝家庭幼兒園,20070910,南市社兒字第09613588190號,(06)2385666,,[704]臺南市北區力行里17鄰南園街127巷50號,49
北區,臺南市私立東松幼兒園,20100224,南市社兒字第09913553630號,(06)2743016,,[704]臺南市北區華興里2鄰林森路三段193號,30
北區,臺南市私立快樂讀經幼兒園,20141208,南市教特(一)字第1031151155號,(06)2522045,,[704]臺南市北區實踐里12鄰北門路三段27巷11號1樓,90
北區,臺南市私立群力幼兒園,19751111,南市社福字第54266號,(06)2521602,,[704]臺南市北區正風里15鄰公園路1092巷16號,76
北區,臺南市私立而勇幼兒園,19870403,南市教國字第05194號,(06)3504923,,[704]臺南市北區大豐里28鄰文賢路365巷56號,210
北區,臺南市私立向日葵幼兒園,19991116,南市社福字第145443號,(06)3582623,,[704]臺南市北區大豐里1鄰武聖路6號,175
北區,臺南市私立寶仁幼兒園,19660811,南市教國字第31341號,(06)2369311,,[704]臺南市北區重興里12鄰開南街211巷2號,600
北區,社團法人台南市基督教青年會附設臺南市私立公園幼兒園,19980504,南市社福字第13419號,(06)2824000,51,[704]臺南市北區六甲里21鄰公園路591之31號,80
北區,財團法人眼淨和尚然妙和尚文教基金會附設臺南市私立正覺幼兒園,19741021,南市教國字第53269號,(06)2517032,,[704]臺南市北區正覺里15鄰正覺街120號,210
北區,臺南市私立皇佳幼兒園,19990430,南市教國字第13782號,(06)2591111,,[704]臺南市北區文元里28鄰文成路761號,330
北區,臺南市私立愛普樂斯幼兒園,20051206,南市社兒字第09413592270號,(06)3504488,,[704]臺南市北區文元里23鄰海安路三段833、835、837、839號,272
北區,臺南市私立方圓幼兒園,20091209,南市社兒字第09813722700號,(06)3589888,,[704]臺南市北區文元里1鄰文賢二街457、461號,159
北區,臺南市私立葛瑞特幼兒園,19860527,南市社福字第08688號,(06)3505618,,[704]臺南市北區大港里6鄰大興街212巷12號、192巷11號,80
北區,臺南市私立育多幼兒園,20090106,南市社兒字第09813500340號,(06)2590067,,[704]臺南市北區大港里20鄰中華北路一段400號、402號,33
北區,臺南市私立康德爾幼兒園,20000914,南市社兒字第064457號,(06)2235155,,[704]臺南市北區五福里12鄰成功路252號,36
北區,臺南市私立沛愛幼兒園,20010709,南市社兒字第222158號,(06)2829147,,[704]臺南市北區成德里23鄰中華北路二段194巷20號,60
北區,臺南市私立愛麗絲幼兒園,19861208,南市社福字第21636號,(06)2814483,,[704]臺南市北區成德里20鄰育德一街81號,120
北區,臺南市私立柏欣幼兒園,20070913,南市教特字第09600906870號,(06)3584023,,[704]臺南市北區文成里16鄰文賢路242巷41號,330
北區,臺南市私立天資幼兒園,20040917,南市社兒字第930079886號,(06)2500136,,[704]臺南市北區文成里6鄰文賢一路185號,285
北區,臺南市私立奧斯汀國際幼兒園,19990427,南市社福字第13512號,(06)2586641,,[704]臺南市北區賢北里15鄰大興街585巷1號,100
北區,臺南市私立德妮湖美幼兒園,20041013,南市社兒字第931357625號,(06)2597796,,[704]臺南市北區賢北里2鄰中華北路一段53巷56號,167
北區,臺南市私立哈波特幼兒園,20231226,南市教特(一)字第1121716066號,(06)2083810,,[704]臺南市北區長勝里1鄰開元路71巷9號,332
北區,崑山國際學校財團法人臺南市崑山高級中等學校附設臺南市私立國際幼兒園,20191023,南市教特(一)字第1081200233號,(06)2383888,,[704]臺南市北區合興里18鄰開元路444號,305
北區,臺南市私立安得誼幼兒園,20011218,南市社兒字第241996號,(06)2522000,,[704]臺南市北區華德里3鄰文成五路23號、27號、29號,287
安南區,臺南市私立聖恩幼兒園,20060725,南市社兒字第09513563990號,(06)3557817,,[709]臺南市安南區塭南里28鄰安昌街322巷2弄1號,60
安南區,臺南市私立台南保進國際藝術幼兒園,20200617,南市教特(一)字第1090728168號,(06)3571092,,[709]臺南市安南區塭南里5鄰安昌街174巷79弄47號,231
安南區,臺南市私立佛光山慈航幼兒園,20150724,南市教特(一)字第1040691455號,(06)3560577,,[709]臺南市安南區州南里26鄰安和路四段538巷77號,200
安南區,臺南市私立愛森國際幼兒園,20230427,南市教特(一)字第1120507279號,(06)3561699,,[709]臺南市安南區州南里17鄰州南一街25號,332
安南區,臺南市私立和順幼兒園,19740914,南市社福字第49166號,(06)3556873,,[709]臺南市安南區州北里13鄰安和路五段81巷16號,110
安南區,臺南市私立意文幼兒園,19920805,南市社福字第20395號,(06)3554337,,[709]臺南市安南區州北里17鄰安和路六段20巷1號,98
安南區,臺南市私立貝思樂人文藝術幼兒園,20230117,南市教特(一)字第1120123266號,(06)2459191,,[709]臺南市安南區安西里5鄰安通一街8號,318
安南區,臺南市私立達文西幼兒園,20050905,南市教特字第09412537580號,(06)2558254,,[709]臺南市安南區頂安里7鄰怡安路一段384巷123號,203
安南區,臺南市私立上華幼兒園,19990408,南市教國字第10556號,(06)2465274,,[709]臺南市安南區安慶里5鄰頂安街377巷1號,270
安南區,臺南市私立華德幼兒園,20030909,南市教特字第09212543100號,(06)2464846,,[709]臺南市安南區安慶里23鄰慈安路156號,330
安南區,臺南市私立愛上學幼兒園,20170915,南市教特(一)字第1060970783號,(06)2567630,,[709]臺南市安南區安慶里14鄰安西路298號,286
安南區,臺南市私立仁仁森林幼兒園,20150311,南市教特(一)字第1040217130號,(06)2553161,,[709]臺南市安南區原佃里1鄰怡安路二段516巷186、188號,292
安南區,臺南市私立安琪幼兒園,19920805,南市社福字第20396號,(06)2464642,,[709]臺南市安南區長安里9鄰長溪路三段436巷3號,56
安南區,臺南市私立安琪兒幼兒園,20010120,南市教特字第202465號,(06)2562054,,[709]臺南市安南區海東里18鄰海佃路二段321號,210
安南區,臺南市私立芝?階幼兒園,19990119,南市教國字第01756號,(06)2454850,,[709]臺南市安南區海東里17鄰同安路345號,120
安南區,臺南市私立愛因斯坦資優幼兒園,20151013,南市教特(一)字第1041008341號,(06)2555565,,[709]臺南市安南區海東里9鄰安吉路一段142號,275
安南區,臺南市私立巧可碩幼兒園,20060816,南市社兒字第09513569780號,(06)2551073,,[709]臺南市安南區海西里4鄰海中街169巷66號,41
安南區,臺南市私立光漢幼兒園,20221121,南市教特(一)字第1111489875號,(06)3581528,,[709]臺南市安南區海南里3鄰宜居二路217號,302
安南區,臺南市私立朝陽幼兒園,20120510,南市教幼字第1010380839號,(06)2462818,,[709]臺南市安南區溪心里1鄰海中街300號,140
安南區,臺南市私立康橋幼兒園,20060712,南市社兒字第09513559600號,(06)2457457,,[709]臺南市安南區溪心里2鄰海佃路二段631號(1樓)、637號(1-3樓)、海環街715巷58號(1樓),285
安南區,臺南市私立小孔明創客幼兒園,20181022,南市教特(一)字第1071173194號,(06)2460030,,[709]臺南市安南區溪心里28鄰智安四街96號,196
安南區,臺南市私立安南幼兒園,19810806,南市教國字第57333號,(06)2567154,,[709]臺南市安南區淵東里10鄰安中路三段400巷11、13號,180
安南區,臺南市私立安南幼兒園安南分班,20140305,南市教特(一)字第1030171213號,(06)2567154,,[709]臺南市安南區淵東里10鄰安中路三段400巷15號,30
安南區,臺南市私立安南幼兒園安中分班,20170803,南市教特(一)字第1060803102號,(06)2567154,,[709]臺南市安南區淵東里10鄰安中路三段400巷5號,60
安南區,臺南市私立娘親幼兒園,19970422,南市社福字第13642號,(06)2479998,,[709]臺南市安南區淵西里12鄰安中路4段240巷11號,100
安南區,臺南市私立台江幼兒園,20210830,南市教特(一)字第1101045452號,(06)2473897,,[709]臺南市安南區淵西里10鄰安中路四段560號,315
安南區,臺南市中信員工子女非營利幼兒園(中信學校財團法人申請辦理),20221111,南市教特(一)字第1111454671號,(06)2873317,,[709]臺南市安南區公塭里5鄰台江大道三段600號,108
安南區,臺南市崑山土城非營利幼兒園(委託財團法人崑山科技大學設立之崑山科技大學辦理),20200901,南市教特(一)字第1091063043號,(06)2571278,,[709]臺南市安南區城東里9鄰城安路21號,106
安南區,臺南市私立才碩幼兒園,20081125,南市社兒字第09713650910號,(06)2575777,,[709]臺南市安南區城中里4鄰城安西街27、29號,60
安南區,臺南市私立大舜科技幼兒園,20201012,南市教特(一)字第1091207330號,(06)3842501,,[709]臺南市安南區顯宮里3鄰工業二路152號,98
安南區,臺南市私立樂耕幼兒園,20080801,南市社兒字第09713594520號,(06)2506230,,[709]臺南市安南區海佃里15鄰郡安路六段55巷140號,58
安南區,臺南市私立光暉幼兒園,19930703,南市社福字第20762號,(06)2591243,,[709]臺南市安南區幸福里20鄰海佃路一段95巷1號,140
安南區,臺南市私立至德幼兒園,19960627,南市教國字第21622號,(06)2563348,,[709]臺南市安南區理想里1鄰同安路70號,90
安南區,臺南市私立愛瑞汀幼兒園,20211117,南市教特(一)字第1101296035號,(06)3583313,,[709]臺南市安南區溪東里22鄰安富街55號,255
安南區,臺南市私立新光暉幼兒園,20190304,南市教特(一)字第1080268228號,(06)3585191,,[709]臺南市安南區國安里11鄰生態街589、591、593號,300
安南區,臺南市私立萊德幼兒園,20210625,南市教特(一)字第1100721651號,(06)3589667,,[709]臺南市安南區國安里12鄰郡安路6段227號,330
安南區,臺南市私立佑佳幼兒園,19981116,南市社福字第37151號,(06)2501714,,[709]臺南市安南區安富里9鄰府安路五段223巷57-1號,70
安南區,臺南市私立南光幼兒園,19850205,南市社福字第02278號,(06)2450000,,[709]臺南市安南區大安里10鄰大安街252號,120
安平區,臺南市私立聖德幼兒園,19700223,南市教國字第12829號,(06)2232760,,[708]臺南市安平區西門里4鄰安平路850巷2號,90
安平區,臺南市私立愛貝文幼兒園,19980325,南市社福字第09302號,(06)2996601,,[708]臺南市安平區建平里4鄰慶平路162、160-3號,110
安平區,臺南市政府員工子女非營利幼兒園(委託財團法人台南市基督教青年會社會福利慈善事業基金會辦理),19980701,南市社兒字第232493號,(06)2999391,,[708]臺南市安平區建平里8鄰府前路二段311號,265
安平區,臺南市私立德妮培安幼兒園,20020614,南市社兒字第222359號,(06)2990559,,[708]臺南市安平區怡平里20鄰怡平路390號,180
安平區,臺南市私立金城幼兒園,19891026,南市教國字第22574號,(06)2970055,,[708]臺南市安平區平通里22鄰育平九街374號,150
安平區,臺南市私立艾蒙利幼兒園,19981209,南市社福字第40166號,(06)2978618,,[708]臺南市安平區文平里1鄰建平七街1號,100
安平區,臺南市私立優仕堡幼兒園,20040909,南市社兒字第931356814號,(06)2935027,,[708]臺南市安平區文平里17鄰建平三街65巷26.28號,240
安平區,臺南市私立福瑞斯特國際藝術幼兒園,20191126,南市教特(一)字第1081364792號,(06)2988292,,[708]臺南市安平區國平里27鄰府平路144巷58號,438
安平區,慈濟學校財團法人臺南市私立慈濟高級中學附設臺南市私立慈中幼兒園,20200929,南市教特(一)字第1091193281號,(06)2959230,21,[708]臺南市安平區國平里8鄰文平路95號,180
安平區,臺南市私立安平精英幼兒園,20221111,南市教特(一)字第1111442357號,(06)2950260,,[708]臺南市安平區國平里27鄰國平路167巷28號,362
安平區,臺南市私立喬登幼兒園,19991123,南市社福字第147873號,(06)2996633,,[708]臺南市安平區育平里18鄰育平四街26號,45
安平區,臺南市私立立家幼兒園,20040512,南市社兒字第930040744號,(06)2979450,,[708]臺南市安平區億載里13鄰永華路二段1061號,45
安平區,臺南市私立喜兒坊幼兒園,20060308,南市社兒字第09513519010號,(06)2957000,,[708]臺南市安平區億載里17鄰健康路三段750號,150
安平區,臺南市私立魔荳幼兒園,20040511,南市社兒字第931353766號,(06)2507906,,[708]臺南市安平區平安里8鄰民權路四段315號,170
安平區,臺南市私立柏林幼兒園,20080613,南市教特字第09712534380號,(06)2506177,,[708]臺南市安平區平安里3鄰民權路四段71號,210
安平區,臺南市私立傑仕堡幼兒園,20070529,南市社兒字第09613547210號,(06)2411098,,[708]臺南市安平區平安里8鄰安平路442號,80
安平區,臺南市私立秀光幼兒園,20071002,南市社兒字第09613595190號,(06)2288061,,[708]臺南市安平區平安里10鄰安平路500巷2號,210
安平區,臺南市私立荃心幼兒園,20120204,府社兒字第1010074404號,(06)2226334,,[708]臺南市安平區平安里18鄰安北路16巷16號,28
安平區,臺南市私立家禾幼兒園,20231215,南市教特(一)字第1121658437號,(06)2229933,,[708]臺南市安平區平安里15鄰民權路四段665號,90
中西區,臺南市私立寶寶幼兒園,19850215,南市社福字第02919號,(06)2133177,,[700]臺南市中西區五妃里11鄰南寧街12號,40
中西區,臺南市私立知多幼兒園,19971120,南市社福字第37046號,(06)2148988,,[700]臺南市中西區郡王里5鄰大埔街73號,80
中西區,臺南市私立哈佛蒙特梭利幼兒園,19930303,南市社福字第05611號,(06)2137188,,[700]臺南市中西區進學里13鄰樹林街二段340號,80
中西區,臺南市私立哈佛蒙特梭利幼兒園小小分班,20150813,南市教特(一)字第1040763032號,(06)2137188,,[700]臺南市中西區進學里7鄰樹林街二段205號之1,45
中西區,臺南市私立興文齋幼兒園,19850511,南市教國字第08288號,(06)2200600,,[700]臺南市中西區永福里16鄰民權路二段152號,60
中西區,臺南市私立小牛頓幼兒園,20080130,南市社兒字第09713512530號,(06)2235765,,[700]臺南市中西區永華里5鄰開山路122巷56弄3號,60
中西區,臺南市私立武聖幼兒園,19891219,南市教國字第26425號,(06)2593083,,[700]臺南市中西區光賢里15鄰武聖路151巷49弄5號,105
中西區,社團法人台南市基督教青年會附設臺南市私立青年會幼兒園,19850215,南市社福字第02920號,(06)2267756,,[700]臺南市中西區協進里1鄰民生路二段200號,129
中西區,臺南市私立佳恩幼兒園,20000628,南市教國字第219936號,(06)2952628,,[700]臺南市中西區大涼里12鄰金城街25號,150
中西區,臺南市私立愛迪生資優幼兒園,19991019,南市社福字第034019號,(06)3584200,,[700]臺南市中西區西湖里3鄰頂美二街48巷16號,200
中西區,臺南市私立新大華幼兒園,20000329,南市社兒字第019281號,(06)2145176,,[700]臺南市中西區小西門里7鄰府緯街72巷2號、4號,42
中西區,財團法人中華基督教衛理公會附設臺南市私立衛理幼兒園,19600222,南市教字第06826號,(06)2141722,,[700]臺南市中西區小西門里10鄰健康路一段368號,360
,,,,,,,55256
